Review,Liked,Review_cleaned,Review_lemmatized,Review_tokenized,Review_Length,polarity,sentiment
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,when im side town definitely spot ill hit again,when im side town definitely spot ill hit again,"['when', 'im', 'side', 'town', 'definitely', 'spot', 'ill', 'hit', 'again']",80,-0.0258,1
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,i wait minutes get drink longer get,i wait minute get drink longer get,"['i', 'wait', 'minute', 'get', 'drink', 'longer', 'get']",73,0.0,0
This is a GREAT place to eat!,1,this great place eat,this great place eat,"['this', 'great', 'place', 'eat']",29,0.6249,1
The jalapeno bacon is soooo good.,1,the bacon soooo good,the bacon soooo good,"['the', 'bacon', 'soooo', 'good']",33,0.4404,1
The service was poor and thats being nice.,0,the service poor thats nice,the service poor thats nice,"['the', 'service', 'poor', 'thats', 'nice']",42,-0.0772,0
"Food was good, service was good, Prices were good.",1,food good service good prices good,food good service good price good,"['food', 'good', 'service', 'good', 'price', 'good']",50,0.8271,1
The place was not clean and the food oh so stale!,0,the place not clean food oh stale,the place not clean food oh stale,"['the', 'place', 'not', 'clean', 'food', 'oh', 'stale']",49,-0.3089,0
"The chicken dishes are OK, the beef is like shoe leather.",0,the chicken dishes ok beef like,the chicken dish ok beef like,"['the', 'chicken', 'dish', 'ok', 'beef', 'like']",57,0.5719,1
But the service was beyond bad.,0,but service beyond bad,but service beyond bad,"['but', 'service', 'beyond', 'bad']",31,-0.6956,0
"I'm so happy to be here!!!""",1,im happy here,im happy here,"['im', 'happy', 'here']",27,0.5719,1
Tasted like dirt.,0,tasted like dirt,tasted like dirt,"['tasted', 'like', 'dirt']",17,0.0258,1
One of the few places in Phoenix that I would definately go back to again .,1,one places phoenix i would definately go back,one place phoenix i would definately go back,"['one', 'place', 'phoenix', 'i', 'would', 'definately', 'go', 'back']",75,0.0,0
The block was amazing.,1,the amazing,the amazing,"['the', 'amazing']",22,0.5859,1
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,its close house prices good food,it close house price good food,"['it', 'close', 'house', 'price', 'good', 'food']",78,0.4404,1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,both hot egg flower absolutely stars,both hot egg flower absolutely star,"['both', 'hot', 'egg', 'flower', 'absolutely', 'star']",69,0.0,0
My sashimi was poor quality being soggy and tasteless.,0,my sashimi poor quality soggy tasteless,my sashimi poor quality soggy tasteless,"['my', 'sashimi', 'poor', 'quality', 'soggy', 'tasteless']",54,-0.4767,0
Great time - family dinner on a Sunday night.,1,great time family dinner night,great time family dinner night,"['great', 'time', 'family', 'dinner', 'night']",45,0.6249,1
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,food not tasty all not say real style,food not tasty all not say real style,"['food', 'not', 'tasty', 'all', 'not', 'say', 'real', 'style']",76,0.0,0
"What did bother me, was the slow service.",0,what bother me slow service,what bother me slow service,"['what', 'bother', 'me', 'slow', 'service']",41,-0.34,0
The flair bartenders are absolutely amazing!,1,the absolutely amazing,the absolutely amazing,"['the', 'absolutely', 'amazing']",44,0.624,1
Their frozen margaritas are WAY too sugary for my taste.,0,their frozen margaritas way sugary taste,their frozen margarita way sugary taste,"['their', 'frozen', 'margarita', 'way', 'sugary', 'taste']",56,0.0,0
These were so good we ordered them twice.,1,these good ordered twice,these good ordered twice,"['these', 'good', 'ordered', 'twice']",41,0.4404,1
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,so the like combination dirty fish,so the like combination dirty fish,"['so', 'the', 'like', 'combination', 'dirty', 'fish']",97,-0.0314,0
My girlfriend's veal was very bad.,0,my bad,my bad,"['my', 'bad']",34,-0.5423,0
"Unfortunately, it was not good.",0,unfortunately not good,unfortunately not good,"['unfortunately', 'not', 'good']",31,-0.5867,0
I had a pretty satifying experience.,1,i pretty experience,i pretty experience,"['i', 'pretty', 'experience']",36,0.4939,1
Join the club and get awesome offers via email.,1,get awesome offers,get awesome offer,"['get', 'awesome', 'offer']",47,0.6249,1
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,perfect someone me beer ice cold even,perfect someone me beer ice cold even,"['perfect', 'someone', 'me', 'beer', 'ice', 'cold', 'even']",84,0.5719,1
Bland and flavorless is a good way of describing the barely tepid meat.,0,bland flavorless good way barely meat,bland flavorless good way barely meat,"['bland', 'flavorless', 'good', 'way', 'barely', 'meat']",71,0.4404,1
"The chains, which I'm no fan of, beat this place easily.",0,the im no fan of beat place,the im no fan of beat place,"['the', 'im', 'no', 'fan', 'of', 'beat', 'place']",56,0.0258,1
The nachos are a MUST HAVE!,1,the nachos must have,the nacho must have,"['the', 'nacho', 'must', 'have']",27,0.0,0
We will not be coming back.,0,we not coming back,we not coming back,"['we', 'not', 'coming', 'back']",27,0.0,0
"I don't have very many words to say about this place, but it does everything pretty well.",1,i dont many say place everything pretty well,i dont many say place everything pretty well,"['i', 'dont', 'many', 'say', 'place', 'everything', 'pretty', 'well']",89,0.6486,1
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,the staff super nice quick even downtown staff,the staff super nice quick even downtown staff,"['the', 'staff', 'super', 'nice', 'quick', 'even', 'downtown', 'staff']",115,0.7717,1
"Great atmosphere, friendly and fast service.",1,great atmosphere friendly fast service,great atmosphere friendly fast service,"['great', 'atmosphere', 'friendly', 'fast', 'service']",44,0.8074,1
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,when i received pita huge lot meat thumbs there,when i received pita huge lot meat thumb there,"['when', 'i', 'received', 'pita', 'huge', 'lot', 'meat', 'thumb', 'there']",87,-0.2732,0
Once your food arrives it's meh.,0,once food meh,once food meh,"['once', 'food', 'meh']",32,-0.0772,0
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,hot dog fries like came kids meal not good meal,hot dog fry like came kid meal not good meal,"['hot', 'dog', 'fry', 'like', 'came', 'kid', 'meal', 'not', 'good', 'meal']",134,0.0243,1
The classic Maine Lobster Roll was fantastic.,1,the lobster fantastic,the lobster fantastic,"['the', 'lobster', 'fantastic']",45,0.5574,1
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,my mall ate day guess sick night too,my mall ate day guess sick night too,"['my', 'mall', 'ate', 'day', 'guess', 'sick', 'night', 'too']",100,-0.5106,0
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,so good i going review place twice tribute place tribute last night,so good i going review place twice tribute place tribute last night,"['so', 'good', 'i', 'going', 'review', 'place', 'twice', 'tribute', 'place', 'tribute', 'last', 'night']",146,0.4927,1
"The chips and salsa were really good, the salsa was very fresh.",1,the chips salsa really good salsa fresh,the chip salsa really good salsa fresh,"['the', 'chip', 'salsa', 'really', 'good', 'salsa', 'fresh']",63,0.6962,1
This place is great!!!!!!!!!!!!!!,1,this place great,this place great,"['this', 'place', 'great']",33,0.6249,0
Mediocre food.,0,mediocre food,mediocre food,"['mediocre', 'food']",14,0.0,0
Once you get inside you'll be impressed with the place.,1,once get inside impressed place,once get inside impressed place,"['once', 'get', 'inside', 'impressed', 'place']",55,0.4767,1
I'm super pissd.,0,im super,im super,"['im', 'super']",16,0.5994,1
And service was super friendly.,1,and service super friendly,and service super friendly,"['and', 'service', 'super', 'friendly']",31,0.7964,1
Why are these sad little vegetables so overcooked?,0,why sad little vegetables overcooked,why sad little vegetable overcooked,"['why', 'sad', 'little', 'vegetable', 'overcooked']",50,-0.4767,0
This place was such a nice surprise!,1,this place nice,this place nice,"['this', 'place', 'nice']",36,0.4215,1
They were golden-crispy and delicious.,1,they delicious,they delicious,"['they', 'delicious']",38,0.5719,1
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,i high place since burgers cooked charcoal grill unfortunately taste fell flat way flat,i high place since burger cooked charcoal grill unfortunately taste fell flat way flat,"['i', 'high', 'place', 'since', 'burger', 'cooked', 'charcoal', 'grill', 'unfortunately', 'taste', 'fell', 'flat', 'way', 'flat']",132,-0.34,0
I could eat their bruschetta all day it is devine.,1,i could eat day,i could eat day,"['i', 'could', 'eat', 'day']",50,0.0,0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,not single came see ok even needed water refill finally served us food,not single came see ok even needed water refill finally served u food,"['not', 'single', 'came', 'see', 'ok', 'even', 'needed', 'water', 'refill', 'finally', 'served', 'u', 'food']",119,0.296,1
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,sticks best thing ordered,stick best thing ordered,"['stick', 'best', 'thing', 'ordered']",67,0.6369,1
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,the first time i ever came i amazing experience i still tell people awesome duck was,the first time i ever came i amazing experience i still tell people awesome duck wa,"['the', 'first', 'time', 'i', 'ever', 'came', 'i', 'amazing', 'experience', 'i', 'still', 'tell', 'people', 'awesome', 'duck', 'wa']",106,0.836,1
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,the server needs made us feel i would not place,the server need made u feel i would not place,"['the', 'server', 'need', 'made', 'u', 'feel', 'i', 'would', 'not', 'place']",109,0.0,0
The service was terrible though.,0,the service terrible though,the service terrible though,"['the', 'service', 'terrible', 'though']",32,-0.4767,0
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,this place overpriced not boba really overpriced,this place overpriced not boba really overpriced,"['this', 'place', 'overpriced', 'not', 'boba', 'really', 'overpriced']",86,0.0,0
It was packed!!,0,it,it,['it'],15,0.0,0
I love this place.,1,i love place,i love place,"['i', 'love', 'place']",18,0.6369,1
I can say that the desserts were yummy.,1,i say desserts yummy,i say dessert yummy,"['i', 'say', 'dessert', 'yummy']",39,0.5267,1
The food was terrible.,0,the food terrible,the food terrible,"['the', 'food', 'terrible']",22,-0.4767,0
The seasonal fruit was fresh white peach puree.,1,the fresh white puree,the fresh white puree,"['the', 'fresh', 'white', 'puree']",47,0.3182,1
It kept getting worse and worse so now I'm officially done.,0,it kept getting worse worse im done,it kept getting worse worse im done,"['it', 'kept', 'getting', 'worse', 'worse', 'im', 'done']",59,-0.7351,0
This place should honestly be blown up.,0,this place honestly up,this place honestly up,"['this', 'place', 'honestly', 'up']",39,0.4588,1
But I definitely would not eat here again.,0,but i definitely would not eat again,but i definitely would not eat again,"['but', 'i', 'definitely', 'would', 'not', 'eat', 'again']",42,0.5499,1
Do not waste your money here!,0,do not waste money here,do not waste money here,"['do', 'not', 'waste', 'money', 'here']",29,0.3252,1
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,i love food nice little paper,i love food nice little paper,"['i', 'love', 'food', 'nice', 'little', 'paper']",115,0.7906,1
Awful service.,0,awful service,awful service,"['awful', 'service']",14,-0.4588,0
Won't ever go here again.,0,wont ever go again,wont ever go again,"['wont', 'ever', 'go', 'again']",25,0.0,0
Food quality has been horrible.,0,food quality horrible,food quality horrible,"['food', 'quality', 'horrible']",31,-0.5423,0
For that price I can think of a few place I would have much rather gone.,0,for price i think place i would much rather gone,for price i think place i would much rather gone,"['for', 'price', 'i', 'think', 'place', 'i', 'would', 'much', 'rather', 'gone']",72,0.0,0
The service here is fair at best.,0,the service best,the service best,"['the', 'service', 'best']",33,0.6369,1
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,i love sushi i found overpriced,i love sushi i found overpriced,"['i', 'love', 'sushi', 'i', 'found', 'overpriced']",83,0.6369,1
Do yourself a favor and stay away from this dish.,0,do favor stay away dish,do favor stay away dish,"['do', 'favor', 'stay', 'away', 'dish']",49,0.4019,1
Very poor service.,0,very poor service,very poor service,"['very', 'poor', 'service']",18,-0.5256,0
No one at the table thought the food was above average or worth the wait that we had for it.,0,no one table thought food average worth wait it,no one table thought food average worth wait it,"['no', 'one', 'table', 'thought', 'food', 'average', 'worth', 'wait', 'it']",92,-0.0772,0
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,best service food ever server good friendly made day,best service food ever server good friendly made day,"['best', 'service', 'food', 'ever', 'server', 'good', 'friendly', 'made', 'day']",87,0.8834,1
They were excellent.,1,they excellent,they excellent,"['they', 'excellent']",20,0.5719,1
I paid the bill but did not tip because I felt the server did a terrible job.,0,i paid bill not tip i felt server terrible job,i paid bill not tip i felt server terrible job,"['i', 'paid', 'bill', 'not', 'tip', 'i', 'felt', 'server', 'terrible', 'job']",77,-0.4767,0
Just had lunch here and had a great experience.,1,just lunch great experience,just lunch great experience,"['just', 'lunch', 'great', 'experience']",47,0.6249,1
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,i never bland food considering focused much flavor,i never bland food considering focused much flavor,"['i', 'never', 'bland', 'food', 'considering', 'focused', 'much', 'flavor']",127,0.3818,1
Food is way overpriced and portions are fucking small.,0,food way overpriced portions small,food way overpriced portion small,"['food', 'way', 'overpriced', 'portion', 'small']",54,0.0,0
I recently tried Caballero's and I have been back every week since!,1,i recently tried i back every week since,i recently tried i back every week since,"['i', 'recently', 'tried', 'i', 'back', 'every', 'week', 'since']",67,0.0,0
"for 40 bucks a head, i really expect better food.",0,bucks i really expect better food,buck i really expect better food,"['buck', 'i', 'really', 'expect', 'better', 'food']",49,0.4902,1
The food came out at a good pace.,1,the food came good pace,the food came good pace,"['the', 'food', 'came', 'good', 'pace']",33,0.4404,1
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,i ate twice last visit especially enjoyed salmon salad,i ate twice last visit especially enjoyed salmon salad,"['i', 'ate', 'twice', 'last', 'visit', 'especially', 'enjoyed', 'salmon', 'salad']",76,0.5563,1
I won't be back.,0,i wont back,i wont back,"['i', 'wont', 'back']",16,0.0,0
We could not believe how dirty the oysters were!,0,we could not believe dirty were,we could not believe dirty were,"['we', 'could', 'not', 'believe', 'dirty', 'were']",48,0.3412,1
This place deserves no stars.,0,this place deserves no stars,this place deserves no star,"['this', 'place', 'deserves', 'no', 'star']",29,-0.296,0
I would not recommend this place.,0,i would not recommend place,i would not recommend place,"['i', 'would', 'not', 'recommend', 'place']",33,-0.2755,0
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,in fact im going stars awesome,in fact im going star awesome,"['in', 'fact', 'im', 'going', 'star', 'awesome']",74,0.6249,1
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,to dish worst i ever tasted,to dish worst i ever tasted,"['to', 'dish', 'worst', 'i', 'ever', 'tasted']",92,-0.6249,0
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day not i rude customer service people job nice dishes,bad day not i rude customer service people job nice dish,"['bad', 'day', 'not', 'i', 'rude', 'customer', 'service', 'people', 'job', 'nice', 'dish']",139,0.1974,0
the potatoes were great and so was the biscuit.,1,potatoes great,potato great,"['potato', 'great']",47,0.6249,1
I probably would not go here again.,0,i probably would not go again,i probably would not go again,"['i', 'probably', 'would', 'not', 'go', 'again']",35,0.0,0
So flavorful and has just the perfect amount of heat.,1,so flavorful perfect amount heat,so flavorful perfect amount heat,"['so', 'flavorful', 'perfect', 'amount', 'heat']",53,0.6096,1
The price is reasonable and the service is great.,1,the price reasonable service great,the price reasonable service great,"['the', 'price', 'reasonable', 'service', 'great']",49,0.6249,1
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,the wife meal shrimp friends really not enjoy meals either,the wife meal shrimp friend really not enjoy meal either,"['the', 'wife', 'meal', 'shrimp', 'friend', 'really', 'not', 'enjoy', 'meal', 'either']",99,0.0756,0
My fella got the huevos rancheros and they didn't look too appealing.,0,my got didnt look,my got didnt look,"['my', 'got', 'didnt', 'look']",69,0.0,0
"Went in for happy hour, great list of wines.",1,went happy hour great list,went happy hour great list,"['went', 'happy', 'hour', 'great', 'list']",44,0.8316,1
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,some may say buffet i think get pay place getting quite lot,some may say buffet i think get pay place getting quite lot,"['some', 'may', 'say', 'buffet', 'i', 'think', 'get', 'pay', 'place', 'getting', 'quite', 'lot']",115,-0.1027,0
I probably won't be coming back here.,0,i probably wont coming back here,i probably wont coming back here,"['i', 'probably', 'wont', 'coming', 'back', 'here']",37,0.0,0
Worst food/service I've had in a while.,0,worst ive while,worst ive while,"['worst', 'ive', 'while']",39,-0.6249,0
"This place is pretty good, nice little vibe in the restaurant.",1,this place pretty good nice little vibe restaurant,this place pretty good nice little vibe restaurant,"['this', 'place', 'pretty', 'good', 'nice', 'little', 'vibe', 'restaurant']",62,0.836,1
Talk about great customer service of course we will be back.,1,talk great customer service course back,talk great customer service course back,"['talk', 'great', 'customer', 'service', 'course', 'back']",60,0.6249,1
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dishes not hot cold dishes close room watched staff food hands no fried,hot dish not hot cold dish close room watched staff food hand no fried,"['hot', 'dish', 'not', 'hot', 'cold', 'dish', 'close', 'room', 'watched', 'staff', 'food', 'hand', 'no', 'fried']",147,0.25,0
I love their fries and their beans.,1,i love fries beans,i love fry bean,"['i', 'love', 'fry', 'bean']",35,0.6369,1
Always a pleasure dealing with him.,1,always dealing him,always dealing him,"['always', 'dealing', 'him']",35,0.0,1
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,they salads everything ive tried,they salad everything ive tried,"['they', 'salad', 'everything', 'ive', 'tried']",98,0.0,1
This place is awesome if you want something light and healthy during the summer.,1,this place awesome want something healthy summer,this place awesome want something healthy summer,"['this', 'place', 'awesome', 'want', 'something', 'healthy', 'summer']",80,0.7964,1
"For sushi on the Strip, this is the place to go.",1,for sushi strip place go,for sushi strip place go,"['for', 'sushi', 'strip', 'place', 'go']",48,0.0,0
"The service was great, even the manager came and helped with our table.",1,the service great even manager came helped table,the service great even manager came helped table,"['the', 'service', 'great', 'even', 'manager', 'came', 'helped', 'table']",71,0.6249,1
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,the feel dining room course high dining service slow best,the feel dining room course high dining service slow best,"['the', 'feel', 'dining', 'room', 'course', 'high', 'dining', 'service', 'slow', 'best']",116,0.6369,1
"I started this review with two stars, but I'm editing it to give it only one.",0,i started review two stars im give one,i started review two star im give one,"['i', 'started', 'review', 'two', 'star', 'im', 'give', 'one']",77,0.0,0
this is the worst sushi i have ever eat besides Costco's.,0,worst sushi i ever eat,worst sushi i ever eat,"['worst', 'sushi', 'i', 'ever', 'eat']",57,-0.6249,0
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,all excellent restaurant great service menu beautiful setting,all excellent restaurant great service menu beautiful setting,"['all', 'excellent', 'restaurant', 'great', 'service', 'menu', 'beautiful', 'setting']",104,0.9136,1
My boyfriend and i sat at the bar and had a completely delightful experience.,1,my boyfriend i sat bar completely delightful experience,my boyfriend i sat bar completely delightful experience,"['my', 'boyfriend', 'i', 'sat', 'bar', 'completely', 'delightful', 'experience']",77,0.624,1
Weird vibe from owners.,0,vibe owners,vibe owner,"['vibe', 'owner']",23,0.0,0
There was hardly any meat.,0,there meat,there meat,"['there', 'meat']",26,0.0,0
I've had better bagels from the grocery store.,0,ive better bagels,ive better bagel,"['ive', 'better', 'bagel']",46,0.4404,1
Go To Place for Gyros.,1,go to place gyros,go to place gyro,"['go', 'to', 'place', 'gyro']",22,0.0,0
"I love the owner/chef, his one authentic Japanese cool dude!",1,i love one authentic cool,i love one authentic cool,"['i', 'love', 'one', 'authentic', 'cool']",60,0.7579,1
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,now burgers good pizza used amazing flavorless,now burger good pizza used amazing flavorless,"['now', 'burger', 'good', 'pizza', 'used', 'amazing', 'flavorless']",92,0.7717,1
I found a six inch long piece of wire in my salsa.,0,i found six long piece salsa,i found six long piece salsa,"['i', 'found', 'six', 'long', 'piece', 'salsa']",50,0.0,0
"The service was terrible, food was mediocre.",0,the service terrible food mediocre,the service terrible food mediocre,"['the', 'service', 'terrible', 'food', 'mediocre']",44,-0.4767,0
We definately enjoyed ourselves.,1,we definately enjoyed,we definately enjoyed,"['we', 'definately', 'enjoyed']",32,0.5106,1
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,i ordered soup warm tasted like soup frozen,i ordered soup warm tasted like soup frozen,"['i', 'ordered', 'soup', 'warm', 'tasted', 'like', 'soup', 'frozen']",100,0.5267,1
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,on three different i asked well done well three times i got piece meat plate,on three different i asked well done well three time i got piece meat plate,"['on', 'three', 'different', 'i', 'asked', 'well', 'done', 'well', 'three', 'time', 'i', 'got', 'piece', 'meat', 'plate']",133,0.4939,1
I had about two bites and refused to eat anymore.,0,i two bites eat,i two bite eat,"['i', 'two', 'bite', 'eat']",49,0.0,0
The service was extremely slow.,0,the service extremely slow,the service extremely slow,"['the', 'service', 'extremely', 'slow']",31,0.0,0
"After 20 minutes wait, I got a table.",0,after minutes wait i got table,after minute wait i got table,"['after', 'minute', 'wait', 'i', 'got', 'table']",37,0.0,0
Seriously killer hot chai latte.,1,seriously hot,seriously hot,"['seriously', 'hot']",32,-0.1779,0
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,no menu waitress absolutely no meals not,no menu waitress absolutely no meal not,"['no', 'menu', 'waitress', 'absolutely', 'no', 'meal', 'not']",122,-0.5267,0
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,my boyfriend tried chicken salad fell love,my boyfriend tried chicken salad fell love,"['my', 'boyfriend', 'tried', 'chicken', 'salad', 'fell', 'love']",68,0.6369,1
Their rotating beers on tap is also a highlight of this place.,1,their tap also place,their tap also place,"['their', 'tap', 'also', 'place']",62,0.0,1
Pricing is a bit of a concern at Mellow Mushroom.,0,pricing bit,pricing bit,"['pricing', 'bit']",49,0.0,0
Worst Thai ever.,0,worst thai ever,worst thai ever,"['worst', 'thai', 'ever']",16,-0.6249,0
If you stay in Vegas you must get breakfast here at least once.,1,if stay vegas must get breakfast least once,if stay vega must get breakfast least once,"['if', 'stay', 'vega', 'must', 'get', 'breakfast', 'least', 'once']",63,0.0,0
I want to first say our server was great and we had perfect service.,1,i want first say server great perfect service,i want first say server great perfect service,"['i', 'want', 'first', 'say', 'server', 'great', 'perfect', 'service']",68,0.8442,1
The pizza selections are good.,1,the pizza selections good,the pizza selection good,"['the', 'pizza', 'selection', 'good']",30,0.4404,1
"I had strawberry tea, which was good.",1,i tea good,i tea good,"['i', 'tea', 'good']",37,0.4404,1
Highly unprofessional and rude to a loyal patron!,0,highly rude,highly rude,"['highly', 'rude']",49,-0.5095,0
"Overall, a great experience.",1,overall great experience,overall great experience,"['overall', 'great', 'experience']",28,0.6249,1
Spend your money elsewhere.,0,spend money elsewhere,spend money elsewhere,"['spend', 'money', 'elsewhere']",27,0.0,0
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,their regular toasted bread equally satisfying butter,their regular toasted bread equally satisfying butter,"['their', 'regular', 'toasted', 'bread', 'equally', 'satisfying', 'butter']",97,0.4588,1
The Buffet at Bellagio was far from what I anticipated.,0,the buffet far i,the buffet far i,"['the', 'buffet', 'far', 'i']",55,0.0,0
"And the drinks are WEAK, people!",0,and drinks people,and drink people,"['and', 'drink', 'people']",32,0.0,0
-My order was not correct.,0,my order not,my order not,"['my', 'order', 'not']",26,0.0,0
"Also, I feel like the chips are bought, not made in house.",0,also i feel like chips not made house,also i feel like chip not made house,"['also', 'i', 'feel', 'like', 'chip', 'not', 'made', 'house']",58,0.3612,1
After the disappointing dinner we went elsewhere for dessert.,0,after disappointing dinner went elsewhere dessert,after disappointing dinner went elsewhere dessert,"['after', 'disappointing', 'dinner', 'went', 'elsewhere', 'dessert']",61,-0.4939,0
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,the chips amazing,the chip amazing,"['the', 'chip', 'amazing']",55,0.5859,0
We won't be returning.,0,we wont,we wont,"['we', 'wont']",22,0.0,0
This is my new fav Vegas buffet spot.,1,this new vegas buffet spot,this new vega buffet spot,"['this', 'new', 'vega', 'buffet', 'spot']",37,0.0,1
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,i seriously cannot believe owner many running around like cut,i seriously cannot believe owner many running around like cut,"['i', 'seriously', 'can', 'not', 'believe', 'owner', 'many', 'running', 'around', 'like', 'cut']",145,-0.0772,0
"Very, very sad.",0,very sad,very sad,"['very', 'sad']",15,-0.5256,0
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,i felt insulted disrespected could talk judge another human like that,i felt insulted disrespected could talk judge another human like that,"['i', 'felt', 'insulted', 'disrespected', 'could', 'talk', 'judge', 'another', 'human', 'like', 'that']",93,-0.5859,0
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,how cant cook steak i dont,how cant cook steak i dont,"['how', 'cant', 'cook', 'steak', 'i', 'dont']",94,0.0,0
I'm not impressed with the concept or the food.,0,im not impressed food,im not impressed food,"['im', 'not', 'impressed', 'food']",47,-0.3724,0
"There is really nothing for me at postinos, hope your experience is better",0,there really nothing hope experience better,there really nothing hope experience better,"['there', 'really', 'nothing', 'hope', 'experience', 'better']",74,-0.6237,1
I got food poisoning here at the buffet.,0,i got food buffet,i got food buffet,"['i', 'got', 'food', 'buffet']",40,0.0,0
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,they brought fresh fries i something warm no,they brought fresh fry i something warm no,"['they', 'brought', 'fresh', 'fry', 'i', 'something', 'warm', 'no']",81,0.25,1
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,what yummy dinner fail trip us,what yummy dinner fail trip u,"['what', 'yummy', 'dinner', 'fail', 'trip', 'u']",121,-0.0258,1
"Needless to say, I won't be going back anytime soon.",0,needless say i wont going back anytime soon,needle say i wont going back anytime soon,"['needle', 'say', 'i', 'wont', 'going', 'back', 'anytime', 'soon']",52,0.0,0
This place is disgusting!,0,this place disgusting,this place disgusting,"['this', 'place', 'disgusting']",25,-0.5267,0
"Every time I eat here, I see caring teamwork to a professional degree.",1,every time i eat here i see professional,every time i eat here i see professional,"['every', 'time', 'i', 'eat', 'here', 'i', 'see', 'professional']",70,0.0,1
The RI style calamari was a joke.,0,the style joke,the style joke,"['the', 'style', 'joke']",33,0.296,1
"However, there was so much garlic in the fondue, it was barely edible.",0,however much garlic barely edible,however much garlic barely edible,"['however', 'much', 'garlic', 'barely', 'edible']",70,0.0,0
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,i could barely stomach meal didnt complain business lunch,i could barely stomach meal didnt complain business lunch,"['i', 'could', 'barely', 'stomach', 'meal', 'didnt', 'complain', 'business', 'lunch']",85,0.2755,1
"It was so bad, I had lost the heart to finish it.",0,it bad i lost heart finish it,it bad i lost heart finish it,"['it', 'bad', 'i', 'lost', 'heart', 'finish', 'it']",49,-0.7003,0
It also took her forever to bring us the check when we asked for it.,0,it also took bring us check asked it,it also took bring u check asked it,"['it', 'also', 'took', 'bring', 'u', 'check', 'asked', 'it']",68,0.0,0
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,we make restaurants i dont get lost love one,we make restaurant i dont get lost love one,"['we', 'make', 'restaurant', 'i', 'dont', 'get', 'lost', 'love', 'one']",112,-0.3412,1
Disappointing experience.,0,disappointing experience,disappointing experience,"['disappointing', 'experience']",25,-0.4939,0
"The food is about on par with Denny's, which is to say, not good at all.",0,the food par say not good all,the food par say not good all,"['the', 'food', 'par', 'say', 'not', 'good', 'all']",72,-0.3412,0
